-10 -9.98 -9.98 99.62 99.62 99.62 99.62
-9.94987468671679 -9.95 -9.94 99.05 98.96 98.96 98.88
-9.89974937343358 -9.94 -9.9 98.86 98.5 98.5 98.22
-9.84962406015038 -9.98 -9.97 99.62 99.53 99.53 99.45
-9.79949874686717 -9.96 -9.89 99.24 98.61 98.61 98.35
-9.74937343358396 -9.95 -9.93 99.05 98.87 98.87 98.71
-9.69924812030075 -9.97 -9.94 99.43 99.16 99.16 98.94
-9.64912280701754 -9.97 -9.97 99.43 99.43 99.43 99.43
-9.59899749373434 -9.96 -9.9 99.24 98.7 98.7 98.36
-9.54887218045113 -9.96 -9.93 99.24 98.97 98.97 98.75
-9.49874686716792 -9.98 -9.9 99.62 98.9 98.9 98.82
-9.44862155388471 -9.98 -9.98 99.62 99.62 99.62 99.62
-9.3984962406015 -9.97 -9.92 99.43 98.98 98.98 98.66
-9.3483709273183 -9.97 -9.89 99.43 98.71 98.71 98.29
-9.29824561403509 -9.97 -9.97 99.43 99.43 99.43 99.43
-9.24812030075188 -9.94 -9.87 98.86 98.23 98.23 97.81
-9.19799498746867 -9.97 -9.91 99.43 98.89 98.89 98.53
-9.14786967418546 -9.98 -9.97 99.62 99.53 99.53 99.45
-9.09774436090226 -9.98 -9.96 99.62 99.44 99.44 99.3
-9.04761904761905 -9.9 -9.84 98.1 97.56 97.56 97.22
-8.99749373433584 -9.99 -9.96 99.81 99.54 99.54 99.36
-8.94736842105263 -9.95 -9.89 99.05 98.51 98.51 98.23
-8.89724310776942 -9.93 -9.84 98.67 97.86 97.86 97.36
-8.84711779448622 -9.98 -9.98 99.62 99.62 99.62 99.62
-8.79699248120301 -9.97 -9.93 99.43 99.07 99.07 98.81
-8.7468671679198 -9.95 -9.86 99.05 98.24 98.24 97.76
-8.69674185463659 -9.98 -9.98 99.62 99.62 99.62 99.62
-8.64661654135338 -9.91 -9.89 98.31 98.13 98.13 97.97
-8.59649122807017 -9.94 -9.87 98.86 98.23 98.23 97.97
-8.54636591478697 -9.95 -9.92 99.05 98.78 98.78 98.56
-8.49624060150376 -9.89 -9.8 97.95 97.15 97.15 96.52
-8.44611528822055 -9.96 -9.93 99.24 98.97 98.97 98.75
-8.39598997493734 -9.92 -9.87 98.48 98.03 98.03 97.69
-8.34586466165413 -9.9 -9.8 98.1 97.2 97.2 96.48
-8.29573934837093 -9.91 -9.83 98.29 97.57 97.57 96.99
-8.24561403508772 -9.91 -9.8 98.29 97.3 97.3 96.52
-8.19548872180451 -9.9 -9.85 98.1 97.65 97.65 97.27
-8.1453634085213 -9.85 -9.76 97.15 96.34 96.34 95.7
-8.09523809523809 -9.89 -9.8 97.91 97.1 97.1 96.58
-8.04511278195489 -9.87 -9.755 97.55 96.52 96.52 95.8425
-7.99498746867168 -9.85 -9.81 97.17 96.81 96.81 96.49
