-10 40.192943938896
-9.88888888888889 40.1929450314071
-9.77777777777778 40.1929461005287
-9.66666666666667 40.1929472232801
-9.55555555555556 40.1929483226091
-9.44444444444444 40.1929494403194
-9.33333333333333 40.1929505540654
-9.22222222222222 40.1929516289444
-9.11111111111111 40.1929527193214
-9 40.192953845277
-9 65.1579633472613
-8.88888888888889 109.681736151751
-8.77777777777778 139.817184938999
-8.66666666666667 155.58050385233
-8.55555555555556 157.016902611013
-8.44444444444444 144.200525721579
-8.33333333333333 117.234274241167
-8.22222222222222 76.2495315631592
-8.11111111111111 21.4057935941444
-8 -47.109794639727
-8 255.036918105969
-7.88888888888889 272.534886566026
-7.77777777777778 287.622349948959
-7.66666666666667 300.351282994165
-7.55555555555556 310.773653923465
-7.44444444444444 318.941404459973
-7.33333333333333 324.90643007993
-7.22222222222222 328.720560553753
-7.11111111111111 330.435540565043
-7 330.103010740011
-7 -0.456642580201622
-6.88888888888889 346.581634553472
-6.77777777777778 601.1465272747
-6.66666666666667 765.906478446992
-6.55555555555556 844.524327654223
-6.44444444444444 841.583690071129
-6.33333333333333 762.501768830009
-6.22222222222222 613.430394040115
-6.11111111111111 401.147299080472
-6 132.939813994867
-6 650.158175246177
-5.88888888888889 702.707164852112
-5.77777777777778 756.49210680515
-5.66666666666667 803.533587386185
-5.55555555555556 836.1994023782
-5.44444444444444 847.892556602451
-5.33333333333333 833.653245511109
-5.22222222222222 790.614977606945
-5.11111111111111 718.269576730254
-5 618.515513888866
-5 670.139528892513
-4.88888888888889 652.841773451103
-4.77777777777778 637.393895294504
-4.66666666666667 607.757640454968
-4.55555555555556 553.860700787759
-4.44444444444444 476.33176267642
-4.33333333333333 385.262727393516
-4.22222222222222 294.613953741829
-4.11111111111111 216.263830427611
-4 156.968750009793
-4 122.031724372999
-3.88888888888889 39.2869809276901
-3.77777777777778 40.6951792933084
-3.66666666666667 133.317505553559
-3.55555555555556 374.79341697015
-3.44444444444444 875.796393500586
-3.33333333333333 1757.8708493886
-3.22222222222222 3089.1618315712
-3.11111111111111 4781.98443920634
-3 6398.60118230021
-3 13728.5754394432
-2.88888888888889 15857.3616167561
-2.77777777777778 17347.5582664603
-2.66666666666667 20196.9963940345
-2.55555555555556 28051.7200030337
-2.44444444444444 45407.5419648251
-2.33333333333333 75190.8751962526
-2.22222222222222 114318.453199497
-2.11111111111111 147338.919905122
-2 138982.398935496
-2 343780.576162206
-1.88888888888889 232707.974169697
-1.77777777777778 175716.947150751
-1.66666666666667 196644.184467584
-1.55555555555556 306094.952136447
-1.44444444444444 490633.862192651
-1.33333333333333 700566.176122656
-1.22222222222222 837326.194026275
-1.11111111111111 741774.573633574
-1 184885.742665004
-1 -469071.384134628
-0.888888888888889 446573.323588032
-0.777777777777778 1238522.01245539
-0.666666666666667 1839644.39494526
-0.555555555555556 2190977.16000054
-0.444444444444444 2245865.41919088
-0.333333333333333 1973721.77855097
-0.222222222222222 1363218.88546813
-0.111111111111111 424752.128885786
0 -807962.087620759
0 466911.375487258
0.111111111111111 1202924.76980487
0.222222222222222 1658627.01896619
0.333333333333333 1858939.82004186
0.444444444444444 1844143.53954155
0.555555555555556 1669364.54589607
0.666666666666667 1403600.0838074
0.777777777777778 1128303.52760619
0.888888888888889 935566.341562505
1 925945.381802452
1 -853123.801664477
1.11111111111111 300139.866783244
1.22222222222222 1173316.99557462
1.33333333333333 1758246.52774201
1.44444444444444 2049262.42791815
1.55555555555556 2043078.2607772
1.66666666666667 1738640.5565163
1.77777777777778 1136956.23650199
