"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61"
"1",32.8538427196459,34.3575373928692,30.9527234065543,43.6291341693545,34.2596634037563,41.675930647823,34.3910446497629,40.6590840296357,35.5921384270557,40.3942256126231,41.8883846375775,38.6206755748831,41.8887850705349,36.4784736854713,49.6532496658858,38.7514568074588,37.969840282319,46.4568988865738,40.4847307289053,32.9320270802211,40.6900841502071,31.02426363589,36.0633059303038,35.2594023571748,33.4781329910742,38.9038430811185,30.2291821966895,46.9705733743224,46.6998917040809,53.9666740415702,57.5813825390099,119.078191927893,94.2681820953842,135.418645415325,196.447853146847,209.509213895098,248.18827255708,403.300132293474,490.822703873909,393.165403498898,672.492205981345,770.572086931049,641.467667830072,975.939680622279,926.022008535817,1735.32229563419,1218.15065021942,1795.39002002325,2467.68548297016,2473.11196935444,4694.40470397427,4973.73326484527,7486.78810785076,10235.7670711668,7826.24236743988,9781.94652756693,15366.015811298,21975.6323646103,19775.9108328414,24384.5712428131,37520.8149973556
"2",34.6008040731465,30.4681353945367,36.2673129152944,41.0680971741376,38.7359913230965,37.5939637417489,42.2125448317519,44.2612051261338,38.2548205377001,41.4326490725599,39.7148710133881,41.1883883285341,43.0304700295463,50.5349331264137,44.6934139816092,44.1292360033389,44.587226378919,33.8490839526041,36.0963100418162,46.8816973089892,41.5032086661541,34.4075830752909,28.8417072027534,31.3674599914431,20.8474266501417,31.3347370566869,23.9421548035129,37.9773303122161,49.4405276972384,41.7912996403397,80.9017558108108,90.0841801751649,101.118120828805,184.390366449357,143.711098557627,225.72692167948,374.862964341082,284.392908124614,347.518595049461,476.94728718537,695.287607870648,545.026246866959,679.463387942347,721.972442441331,737.029799552502,1298.42704047739,1681.92309926229,2108.99803340747,2036.80772339484,3542.29571996998,3789.11076540872,4595.57617512649,7660.88190905449,7474.54193479107,9615.54905609918,9454.86755673318,15375.3091863484,14663.1447781026,26281.5784282816,26624.0231071395,35059.4219626281
"3",30.7811995499373,36.3847493621838,30.413887143458,35.6676279907243,37.0141245464102,38.9442613815186,39.7712329612912,39.2645601350995,36.3857958931192,40.0140307565094,44.7619892496195,40.2878537679277,38.836154217369,38.3938987931354,40.0264646723943,43.9119992377798,32.6308684604682,42.6525237664342,31.9316680182767,34.2399004521416,37.4973208508398,35.7587545141846,27.0624080990075,27.7931693172005,23.22729995333,34.024220642483,27.115245660065,30.9327691492584,53.4783719163503,47.065276515849,67.0372766089733,82.1173388826747,146.997645358358,114.036947512973,191.884618217485,186.048972020446,316.645555452683,329.028194719274,429.259765171895,558.803234947518,490.437955172739,579.331876131838,707.650896711967,962.452256915933,1143.59061237347,1060.06925503955,1344.54869878999,1855.10715943685,2949.08292182827,2825.73114344336,4031.54119283584,3805.57039248171,5306.27431862717,8226.51181890994,11199.3468669569,12142.2996346065,15314.4902454414,17695.8561591642,18701.7416858843,30073.7276934573,35758.1450923091
"4",32.3283527558042,34.4357728839908,35.1147381231859,40.7950931641176,37.3004399775548,27.8433354986966,40.5599935826064,40.6821232606496,42.2368641312084,36.6726218774734,44.4569627785021,44.0973728275358,36.6499039225347,36.8454825819763,41.1075353124374,45.2365647190286,44.3009671871399,37.7581099742443,29.8811468484797,35.8175463503706,33.1153344162749,36.7186519132478,27.5665653373646,23.8138244045074,20.6141512935792,34.9715426836493,24.5432506921436,40.9720696910906,42.7386368753384,61.5870580471204,87.1885021637845,127.453520214491,96.4800810678292,152.475874311998,147.926294671188,238.043191587448,266.873106895435,300.376656725396,311.706418709758,432.693945103809,453.831086415335,501.126663631508,693.994977893844,1132.248400042,864.591821076657,1209.82553146139,1734.00290964381,1777.53634687733,2860.06416111009,3318.21272633128,4542.6638246309,5438.28675724691,7868.92348027683,7081.35840908662,9715.66819364635,9073.81615966633,12569.8964190138,16500.8851704649,23663.3623874369,28100.062008729,33747.3522630298
"5",36.2091709547251,32.688952016955,27.9172863021103,32.9552776774097,35.8227228154746,31.9531693340755,36.2602245359549,38.112778012716,37.0485008914854,37.3238794554642,31.9561174403185,36.253574410443,42.8818995522034,35.4657601235065,36.1732169128347,36.606727099106,33.300387875296,41.3032875036855,43.2353954383997,44.3324692559824,27.9124396411774,21.9757151169531,20.8270155575984,22.6797156794459,15.0813450836261,18.490563460085,20.6946729049754,26.9331130916594,37.7140820353272,53.3525634531516,80.3759225348284,103.355320499519,134.683280470602,147.892349417047,239.53250493382,262.302245481967,274.91095462038,371.7434307414,455.0249678215,502.245776086901,463.464140565014,649.198658725024,726.858641527032,912.746071948203,934.82139459866,745.892229386955,1924.25681817245,2020.70276649837,3348.0260179016,3129.88715886842,3083.95538557632,3318.79884594196,5255.3968988575,7195.89687105187,8288.19021819171,10551.7570673285,15893.4511751833,20150.3241212597,20825.4020195816,31426.9402733441,35371.5107651085
"6",34.0390049910916,33.9439151256855,35.0473012280516,38.547062928416,37.249625906911,29.3092330544144,44.4325172326192,35.4965040335305,34.7448751619701,40.272587363849,34.8773676205105,46.3581197396099,37.9731768333227,41.0382464444117,42.268364659484,40.9764472763986,31.4564283104898,30.7325817685209,34.5049073314863,28.5282519161788,27.6224993153215,24.8732107895692,14.9051914930807,13.8550991574452,18.8567291017653,13.0785319606795,23.6578568727355,43.3102426849204,39.5697485028541,46.7643755414244,84.2696522499059,106.213636445642,124.436768850039,166.966570057655,236.007148929185,269.667247616671,318.362636155699,280.14862695312,423.837763299186,543.843504012668,598.510402891777,665.034468636404,661.097836420893,1098.40379232085,894.636767339829,1397.93872817142,1506.9788726117,1557.65834272706,2571.69371172631,2821.4881189161,3767.76102712072,6662.00334485569,6141.84227829203,6174.14531036899,9570.93342046156,11317.7931103155,14236.6957140965,18198.8385286556,20015.0937834935,25977.7295802222,31632.1197435935
"7",33.758088214505,27.6919121142419,39.9642485976846,35.2719865238484,35.8046287115324,37.6548249404804,41.4991712281306,43.7764987263176,41.259914664774,40.6751400583499,41.8629357708634,39.8685093487546,38.8262605067018,44.8352751674234,36.3583153181314,32.6996077137105,28.4890189271442,35.1811892816116,32.1028790495248,22.9078800345887,20.4227173910551,21.2304466629714,17.9287518275478,8.83272449530125,10.6498792500722,16.8321717582443,25.6937798695452,46.2856518213433,39.0588254958177,78.7462982632568,93.3735464687799,103.237897520629,145.754174557091,142.713495639846,202.130951017832,248.264750694825,262.193457683187,398.02729469485,406.604228426831,481.93417192455,570.577810330619,745.670228181339,526.426788981142,1103.88102968554,1040.92826144115,1681.41014552793,1847.43397855306,2267.15647138187,2210.6585214974,3615.23789532924,3608.47334370995,4004.56318097136,6786.50899577024,8204.04362751992,7249.68307240322,13264.8178448626,15723.9370552304,19210.7139221525,22385.993776017,29182.9793114036,34840.2458334444
"8",34.9950126077207,33.1346249490472,33.4060656497796,37.9482338092418,39.1540526507892,39.8327806534321,36.8752145165612,36.0446309089762,40.7765597251213,38.1719362008148,43.0866199316533,35.5209183357472,30.8334203348916,42.8842967018759,32.8064036149767,38.049813118166,26.5093494904754,27.2691676261298,32.6768606511277,20.4868660681533,16.540198804203,12.8145695590727,1.97454073210788,7.73117251774152,9.34302652005998,20.348076165215,29.3744250401324,46.9257860014461,65.1782917520312,87.6569740579631,123.477759316419,161.525282013243,154.665962201282,246.664593993354,285.965954369152,271.099774543876,290.887636381162,497.750952602026,414.010404808836,541.78349110571,755.857958113417,783.795405188291,1112.134841946,1040.23811250231,1112.39918822203,1581.84792865456,1598.48931937592,2233.16279370264,2589.38022798065,3989.85398088606,4449.08912299851,6113.45296491242,6045.69107509381,6151.45741357116,9439.01000025506,11368.8070215098,14383.1780831939,17805.7540786814,27112.3419859144,31975.7585763016,32359.6700946759
"9",38.9586905402646,34.3176859673015,33.4457458403616,35.7432781562296,32.5498139358801,39.1939202416061,37.804290073736,42.1810351001596,30.8746217044674,26.3296142441966,31.8397999722149,36.0964192642335,36.7911891175319,31.5746845169484,30.3524990936931,29.836108215495,29.3682807716381,29.5160446456778,22.1434321954366,16.5304153200714,18.1573247724055,7.08121147438919,5.05809882511664,9.48255912312037,20.2777793944036,32.0708325654599,38.8407832182449,65.6007003865125,78.0477630970191,99.1879532850396,145.667147184265,155.994211325228,144.785267244072,281.441629171965,311.042273471381,321.647393277569,284.731337937216,520.429520342769,575.773601347151,507.39910043501,768.216765875186,898.171059507873,746.615099397941,1157.08886201328,1443.70652886038,1670.19708247082,1405.10780176688,2482.39041737875,2441.97246661635,3713.08350057717,4159.84193155567,3780.3441564197,6713.40529224459,9014.88677425136,8693.39805163732,12020.7108804475,12659.37956622,18624.7686778225,21301.9113137581,27361.2762928554,38097.2094422472
"10",39.0595432411274,31.4842494128249,35.6612758622803,38.1251235681466,36.7398370725034,38.0803758829212,31.0417041926394,34.7577493479898,35.625513465039,41.1973528355753,32.248018176663,37.3775273338928,33.9477649870127,28.9979474753138,28.0324002873543,25.6415920286806,28.1048442796614,19.9063224857348,24.3544728755677,13.962796563893,12.2027944340964,3.87582116034399,6.09140583743721,20.9836013737517,33.6588279884916,58.4296038658076,55.9716204093084,98.4666778247881,103.920272883679,112.86984706937,149.029065835246,164.276806142012,228.7889593122,264.439631557458,265.233471989223,332.704285522632,421.832258406573,463.769770478547,631.624636233315,649.70158717873,746.936438307363,795.2744653425,1149.0015950727,1250.31952225336,1779.4011695612,1956.56404862307,2202.10573578507,1698.16121276543,3554.43867363756,2236.83200057039,5384.7617405685,5838.68193686788,4714.71562707183,7854.93456329793,9511.89580805839,12281.6572266802,13400.3510261149,18726.7159721951,20497.0904645128,30377.674210342,29131.7709742732
